abajo;abaj
vigila;vigil
vigilado;vigil
vigilancia;vigil
vigilando;vigil
vigilante;vigil
vigilar;vigil
villa;vill
villano;villan
vimos;vim
vine;vin
viniendo;vin
viniera;vin
vinieras;vin
vinieron;vin
vinimos;vin
viniste;vin
vino;vin
vinos;vin
violación;violacion
violar;viol
violencia;violenci
violenta;violent
violento;violent
violentos;violent
violeta;violet
violín;violin
violó;viol
virgen;virg
virginidad;virgin
visa;vis
visible;visibl
visiones;vision
visita;visit
visitante;visit
visitantes;visit
visitar;visit
visitarme;visit
visitas;visit
visión;vision
vista;vist
vistas;vist
vistazo;vistaz
viste;vist
visto;vist
vitales;vital
vitaminas;vitamin
vito;vit
viuda;viud
viva;viv
vivas;viv
vive;viv
viven;viv
vives;viv
vivido;viv
viviendo;viv
viviente;vivient
vivimos;viv
vivir;viv
viviremos;viv
vivirá;viv
vivirán;viv
vivirás;viv
viviré;viv
vivió;viv
vivo;viv
vivos;viv
viví;viv
vivía;viv
vió;vio
voces;voc
vodka;vodk
volado;vol
voladora;volador
volando;vol
volante;volant
volar;vol
volcán;volcan
volumen;volum
voluntad;volunt
voluntaria;voluntari
voluntario;voluntari
voluntarios;voluntari
volvamos;volv
volved;volv
volvemos;volv
volver;volv
volveremos;volv
volverme;volv
volverse;volv
volverá;volv
volverán;volv
volverás;volv
volveré;volv
volvería;volv
volverías;volv
volviendo;volv
volviera;volv
volvieron;volv
volvimos;volv
volviste;volv
volvió;volv
volví;volv
volvía;volv
volé;vol
voló;vol
vomitar;vomit
vosotras;vosotr
vosotros;vosotr
votar;vot
voten;vot
voto;vot
votos;vot
vudú;vudu
vuela;vuel
vuelan;vuel
vuelo;vuel
vuelos;vuel
vuelta;vuelt
vueltas;vuelt
vuelto;vuelt
vuelva;vuelv
vuelvan;vuelv
vuelvas;vuelv
vuelve;vuelv
vuelven;vuelv
vuelves;vuelv
vuelvo;vuelv
vuestra;vuestr
vuestras;vuestr
vuestro;vuestr
vuestros;vuestr
vulgar;vulg
vulnerable;vulner
válvula;valvul
vámonos;vamon
váyanse;vayans
váyase;vay
vé;ve
ví;vi
vía;via
vías;vias
víbora;vibor
víctima;victim
víctimas;victim
vídeo;vide
víspera;visper
vístete;vistet
vómito;vomit
winchester;winchest
yace;yac
yankees;yank
yardas;yard
yate;yat
yegua;yegu
yendo;yend
yoyo;yoy
zanahoria;zanahori
zapatillas;zapatill
zapato;zapat
zapatos;zapat
zona;zon
zonas;zon
zoológico;zoolog
zorra;zorr
zorro;zorr
zurdo;zurd
ábrela;abrel
ábrelo;abrel
ácido;acid
áfrica;afric
águila;aguil
álamo;alam
álbum;album
ángel;angel
ángeles;angel
ángulo;angul
ánimo;anim
árabe;arab
árabes;arab
árbol;arbol
árboles;arbol
área;are
áreas;are
ático;atic
échale;echal
échate;echat
él;el
época;epoc
éramos;eram
ésa;esa
ésas;esas
ése;ese
ésos;esos
ésta;esta
éstas;estas
éste;este
ésto;esto
éstos;estos
ética;etic
éxito;exit
éxtasis;extasis
íbamos;ibam
ídolo;idol
índice;indic
íntimo;intim
íntimos;intim
ó;o
ópera;oper
órbita;orbit
órdenes;orden
órgano;organ
órganos;organ
úitima;uitim
última;ultim
últimamente;ultim
últimas;ultim
último;ultim
últimos;ultim
únete;unet
única;unic
únicamente;unic
únicas;unic
único;unic
únicos;unic
útil;util
útiles;util
